"Date","Time","TimeZone","Name","Type","Status","Currency","Amount","Fees","Total","Exchange Rate","Receipt ID","Balance","Transaction ID","Item Title"
"01/05/2025","18:56:56","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-44.00","0.00","-44.00",,"","35.00","3SC95084R8706253V",""
"01/05/2025","18:59:33","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-44.00","0.00","-44.00",,"","-9.00","4DB24200K65395647","Order Number : 24-12543-05785"
"01/05/2025","18:59:33","PST","","General Card Deposit","Completed","USD","44.00","0.00","44.00",,"","35.00","6UM72923GV7356435",""
"01/05/2025","18:59:33","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-44.00","0.00","-44.00",,"","35.00","3SC95084R8706253V",""
"01/07/2025","14:11:39","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-4.72","0.00","-4.72",,"","35.00","29N721383W2177010",""
"01/07/2025","14:13:51","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-4.72","0.00","-4.72",,"","30.28","9TW649192F9593146","Order Number : 27-12533-14690"
"01/07/2025","14:13:51","PST","","General Card Deposit","Completed","USD","4.72","0.00","4.72",,"","35.00","3AY92714T5665710C",""
"01/07/2025","14:13:51","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-4.72","0.00","-4.72",,"","35.00","29N721383W2177010",""
"01/10/2025","09:10:36","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-5.23","0.00","-5.23",,"","35.00","9E614160HR269910F",""
"01/10/2025","09:12:42","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-5.23","0.00","-5.23",,"","29.77","5NG2650422446830P","Order Number : 21-12550-55826"
"01/10/2025","09:12:42","PST","","General Card Deposit","Completed","USD","5.23","0.00","5.23",,"","35.00","01W04781HM961510R",""
"01/10/2025","09:12:42","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-5.23","0.00","-5.23",,"","35.00","9E614160HR269910F",""
"01/10/2025","21:16:52","PST","McDonalds 38024","General Authorization","Pending","USD","-15.88","0.00","-15.88",,"","35.00","6A8865091K174512K",""
"01/12/2025","11:32:58","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-87.99","0.00","-87.99",,"","35.00","0V973246A9184132G",""
"01/12/2025","11:37:17","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-87.99","0.00","-87.99",,"","-52.99","13344927Y7689434H","Order Number : 05-12577-81367"
"01/12/2025","11:37:17","PST","","General Card Deposit","Completed","USD","87.99","0.00","87.99",,"","35.00","93104589HM294043W",""
"01/12/2025","11:37:17","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-87.99","0.00","-87.99",,"","35.00","0V973246A9184132G",""
"01/13/2025","06:31:47","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-17.22","0.00","-17.22",,"","35.00","31M947825L865915W",""
"01/13/2025","06:35:16","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-17.22","0.00","-17.22",,"","17.78","6BW67110CU374111A","Order Number : 12-12572-89280"
"01/13/2025","06:35:16","PST","","General Card Deposit","Completed","USD","17.22","0.00","17.22",,"","35.00","20L90005HD185751L",""
"01/13/2025","06:35:16","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-17.22","0.00","-17.22",,"","35.00","31M947825L865915W",""
"01/13/2025","11:03:06","PST","McDonalds 38024","Website Payment","Completed","USD","-15.88","0.00","-15.88",,"","19.12","86C5774984901351C",""
"01/13/2025","11:03:06","PST","McDonalds 38024","General Card Deposit","Completed","USD","15.88","0.00","15.88",,"","35.00","04S20798GJ1466137",""
"01/13/2025","11:03:06","PST","McDonalds 38024","General Authorization","Completed","USD","-15.88","0.00","-15.88",,"","35.00","6A8865091K174512K",""
"01/13/2025","14:28:48","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-70.69","0.00","-70.69",,"","35.00","58L48288L69904806",""
"01/13/2025","14:30:57","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-70.69","0.00","-70.69",,"","-35.69","1KM90618BT674233S","Order Number : 13-12574-09914"
"01/13/2025","14:30:57","PST","","General Card Deposit","Completed","USD","70.69","0.00","70.69",,"","35.00","15D926685H483544T",""
"01/13/2025","14:30:57","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-70.69","0.00","-70.69",,"","35.00","58L48288L69904806",""
"01/14/2025","09:59:11","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-111.71","0.00","-111.71",,"","35.00","2PR44813HW407191V",""
"01/14/2025","10:01:43","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-111.71","0.00","-111.71",,"","-76.71","2XB42321LK703680K","Order Number : 10-12580-35440"
"01/14/2025","10:01:43","PST","","General Card Deposit","Completed","USD","111.71","0.00","111.71",,"","35.00","3SG744158M671250B",""
"01/14/2025","10:01:43","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-111.71","0.00","-111.71",,"","35.00","2PR44813HW407191V",""
"01/15/2025","06:39:37","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-12.38","0.00","-12.38",,"","35.00","8FY24166C0392505U",""
"01/15/2025","06:42:08","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-12.38","0.00","-12.38",,"","22.62","8GT91761D9533582D","Order Number : 05-12590-01459"
"01/15/2025","06:42:08","PST","","General Card Deposit","Completed","USD","12.38","0.00","12.38",,"","35.00","12181815WR9688846",""
"01/15/2025","06:42:08","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-12.38","0.00","-12.38",,"","35.00","8FY24166C0392505U",""
"01/15/2025","18:34:09","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-33.55","0.00","-33.55",,"","35.00","4S388803SU2393241",""
"01/15/2025","18:36:10","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-33.55","0.00","-33.55",,"","1.45","7XP39031G4825493K","Order Number : 08-12588-49243"
"01/15/2025","18:36:10","PST","","General Card Deposit","Completed","USD","33.55","0.00","33.55",,"","35.00","7FF66461UB730253A",""
"01/15/2025","18:36:10","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-33.55","0.00","-33.55",,"","35.00","4S388803SU2393241",""
"01/16/2025","07:51:27","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-48.99","0.00","-48.99",,"","35.00","1A357535XH262530Y",""
"01/16/2025","07:53:31","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-48.99","0.00","-48.99",,"","-13.99","0PB63930RP3854242","Order Number : 21-12575-41147"
"01/16/2025","07:53:31","PST","","General Card Deposit","Completed","USD","48.99","0.00","48.99",,"","35.00","88T22873MH8835057",""
"01/16/2025","07:53:31","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-48.99","0.00","-48.99",,"","35.00","1A357535XH262530Y",""
"01/18/2025","07:05:03","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-21.08","0.00","-21.08",,"","35.00","0E706160F8744482T",""
"01/18/2025","07:07:42","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-21.08","0.00","-21.08",,"","13.92","34Y04187H1987071F","Order Number : 21-12583-07102"
"01/18/2025","07:07:42","PST","","General Card Deposit","Completed","USD","21.08","0.00","21.08",,"","35.00","4A888544H8594321M",""
"01/18/2025","07:07:42","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-21.08","0.00","-21.08",,"","35.00","0E706160F8744482T",""
"01/20/2025","11:26:58","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-251.80","0.00","-251.80",,"","35.00","76739724WJ9331052",""
"01/20/2025","11:29:38","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-251.80","0.00","-251.80",,"","-216.80","2GY39140MB720704K","Order Number : 05-12611-76611"
"01/20/2025","11:29:38","PST","","General Card Deposit","Completed","USD","251.80","0.00","251.80",,"","35.00","97Y84926C96996205",""
"01/20/2025","11:29:38","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-251.80","0.00","-251.80",,"","35.00","76739724WJ9331052",""
"01/21/2025","21:03:08","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-88.00","0.00","-88.00",,"","35.00","9TS05959PE3635717",""
"01/21/2025","21:05:48","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-88.00","0.00","-88.00",,"","-53.00","3AM04200RH537152G","Order Number : 18-12602-43761"
"01/21/2025","21:05:48","PST","","General Card Deposit","Completed","USD","88.00","0.00","88.00",,"","35.00","89U05523FS617340D",""
"01/21/2025","21:05:48","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-88.00","0.00","-88.00",,"","35.00","9TS05959PE3635717",""
"01/23/2025","08:08:20","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-54.05","0.00","-54.05",,"","35.00","5H8255468N115734H",""
"01/23/2025","08:10:59","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-54.05","0.00","-54.05",,"","-19.05","61K909002U523345B","Order Number : 21-12604-40902"
"01/23/2025","08:10:59","PST","","General Card Deposit","Completed","USD","54.05","0.00","54.05",,"","35.00","40J32761XJ4501935",""
"01/23/2025","08:10:59","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-54.05","0.00","-54.05",,"","35.00","5H8255468N115734H",""
"01/23/2025","09:24:33","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-220.81","0.00","-220.81",,"","35.00","81A64281SH566293K",""
"01/23/2025","09:26:53","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-220.81","0.00","-220.81",,"","-185.81","85610935NJ872090W","Order Number : 21-12604-76644"
"01/23/2025","09:26:53","PST","","General Card Deposit","Completed","USD","220.81","0.00","220.81",,"","35.00","7GW02737SS981973H",""
"01/23/2025","09:26:53","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-220.81","0.00","-220.81",,"","35.00","81A64281SH566293K",""
"01/24/2025","21:03:20","PST","WINGSTOP 1742","General Authorization","Pending","USD","-21.82","0.00","-21.82",,"","35.00","5LR361523K1175646",""
"01/25/2025","09:30:18","PST","WINGSTOP 1742","Website Payment","Completed","USD","-21.82","0.00","-21.82",,"","13.18","6K8583020V8789842",""
"01/25/2025","09:30:18","PST","WINGSTOP 1742","General Card Deposit","Completed","USD","21.82","0.00","21.82",,"","35.00","9MH09920BP567271R",""
"01/25/2025","09:30:18","PST","WINGSTOP 1742","General Authorization","Completed","USD","-21.82","0.00","-21.82",,"","35.00","5LR361523K1175646",""
"01/27/2025","10:03:07","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-144.43","0.00","-144.43",,"","35.00","5AR21762RL124102U",""
"01/27/2025","10:03:11","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-144.43","0.00","-144.43",,"","-109.43","8SE76843DN698101A","Order Number : 04-12641-34950"
"01/27/2025","10:03:11","PST","","General Card Deposit","Completed","USD","144.43","0.00","144.43",,"","35.00","2U732050HU542814G",""
"01/27/2025","10:03:11","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-144.43","0.00","-144.43",,"","35.00","5AR21762RL124102U",""
"01/27/2025","10:59:47","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-287.38","0.00","-287.38",,"","35.00","2BD44563LN503404L",""
"01/27/2025","11:04:07","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-287.38","0.00","-287.38",,"","-252.38","85233926G9796143V","Order Number : 06-12639-56190"
"01/27/2025","11:04:07","PST","","General Card Deposit","Completed","USD","287.38","0.00","287.38",,"","35.00","2YM90784KA198570C",""
"01/27/2025","11:04:07","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-287.38","0.00","-287.38",,"","35.00","2BD44563LN503404L",""
"01/28/2025","20:42:18","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-66.72","0.00","-66.72",,"","35.00","0S316792SL567460J",""
"01/28/2025","20:44:24","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-66.72","0.00","-66.72",,"","-31.72","28G96364LA873482J","Order Number : 26-12622-17899"
"01/28/2025","20:44:24","PST","","General Card Deposit","Completed","USD","66.72","0.00","66.72",,"","35.00","4UM530731G602842P",""
"01/28/2025","20:44:24","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-66.72","0.00","-66.72",,"","35.00","0S316792SL567460J",""
"01/30/2025","09:58:00","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-38.50","0.00","-38.50",,"","35.00","9HL02706YJ387200G",""
"01/30/2025","10:00:27","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-38.50","0.00","-38.50",,"","-3.50","24015858KR318573H","Order Number : 21-12634-10817"
"01/30/2025","10:00:27","PST","","General Card Deposit","Completed","USD","38.50","0.00","38.50",,"","35.00","1V344102WW604892D",""
"01/30/2025","10:00:27","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-38.50","0.00","-38.50",,"","35.00","9HL02706YJ387200G",""
"01/30/2025","13:02:10","PST","joseph haddad","Mobile Payment","Completed","USD","-105.00","0.00","-105.00",,"","-70.00","1MA11077CD751731T",""
"01/30/2025","13:02:10","PST","","Bank Deposit to PP Account ","Pending","USD","105.00","0.00","105.00",,"","35.00","75C66076HT601914M",""
"01/30/2025","19:13:44","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-70.49","0.00","-70.49",,"","35.00","0M377894AB277272F",""
"01/30/2025","19:16:09","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-70.49","0.00","-70.49",,"","-35.49","7Y4832697T920750H","Order Number : 23-12633-77943"
"01/30/2025","19:16:09","PST","","General Card Deposit","Completed","USD","70.49","0.00","70.49",,"","35.00","56M25250U8755324R",""
"01/30/2025","19:16:09","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-70.49","0.00","-70.49",,"","35.00","0M377894AB277272F",""
"02/01/2025","13:24:13","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-11.78","0.00","-11.78",,"","35.00","54S4675059055922B",""
"02/01/2025","13:27:14","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-11.78","0.00","-11.78",,"","23.22","8W9283537E573273J","Order Number : 01-12666-87619"
"02/01/2025","13:27:14","PST","","General Card Deposit","Completed","USD","11.78","0.00","11.78",,"","35.00","65S45813HR956072T",""
"02/01/2025","13:27:14","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-11.78","0.00","-11.78",,"","35.00","54S4675059055922B",""
"02/03/2025","09:38:35","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-87.95","0.00","-87.95",,"","35.00","3VU31578DB317373M",""
"02/03/2025","09:42:39","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-87.95","0.00","-87.95",,"","-52.95","2F218176HH0750102","Order Number : 09-12665-25459"
"02/03/2025","09:42:39","PST","","General Card Deposit","Completed","USD","87.95","0.00","87.95",,"","35.00","45S67840EK6708152",""
"02/03/2025","09:42:39","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-87.95","0.00","-87.95",,"","35.00","3VU31578DB317373M",""
"02/03/2025","18:27:44","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-227.70","0.00","-227.70",,"","35.00","9A00102752184582P",""
"02/03/2025","18:30:10","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-227.70","0.00","-227.70",,"","-192.70","3N039239JU647871N","Order Number : 17-12658-03051"
"02/03/2025","18:30:10","PST","","General Card Deposit","Completed","USD","227.70","0.00","227.70",,"","35.00","8GV483889W4642128",""
"02/03/2025","18:30:10","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-227.70","0.00","-227.70",,"","35.00","9A00102752184582P",""
"02/04/2025","19:32:57","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-33.72","0.00","-33.72",,"","35.00","0U3094230G376421Y",""
"02/04/2025","19:35:04","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-33.72","0.00","-33.72",,"","1.28","9LJ91702L1664084J","Order Number : 16-12663-72804"
"02/04/2025","19:35:04","PST","","General Card Deposit","Completed","USD","33.72","0.00","33.72",,"","35.00","13N19939YR522382D",""
"02/04/2025","19:35:04","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-33.72","0.00","-33.72",,"","35.00","0U3094230G376421Y",""
"02/06/2025","08:53:29","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-60.50","0.00","-60.50",,"","35.00","84X89681S67079744",""
"02/06/2025","08:56:09","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-60.50","0.00","-60.50",,"","-25.50","56W976306U987245L","Order Number : 18-12667-70249"
"02/06/2025","08:56:09","PST","","General Card Deposit","Completed","USD","60.50","0.00","60.50",,"","35.00","23S98121KT746764F",""
"02/06/2025","08:56:09","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-60.50","0.00","-60.50",,"","35.00","84X89681S67079744",""
"02/06/2025","14:51:35","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-12.38","0.00","-12.38",,"","35.00","0PD942988V785730X",""
"02/06/2025","14:59:57","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-12.38","0.00","-12.38",,"","22.62","8TH6472969615772U","Order Number : 13-12675-16391"
"02/06/2025","14:59:57","PST","","General Card Deposit","Completed","USD","12.38","0.00","12.38",,"","35.00","1YN34249UV9559601",""
"02/06/2025","14:59:57","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-12.38","0.00","-12.38",,"","35.00","0PD942988V785730X",""
"02/07/2025","11:13:02","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-12.38","0.00","-12.38",,"","35.00","6NX05793F76274029",""
"02/07/2025","11:18:10","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-12.38","0.00","-12.38",,"","22.62","5RH43617MX387313Y","Order Number : 18-12672-40671"
"02/07/2025","11:18:10","PST","","General Card Deposit","Completed","USD","12.38","0.00","12.38",,"","35.00","0AC68832VC766321C",""
"02/07/2025","11:18:10","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-12.38","0.00","-12.38",,"","35.00","6NX05793F76274029",""
"02/09/2025","13:39:15","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-156.20","0.00","-156.20",,"","35.00","8NU22389UF412644K",""
"02/09/2025","13:42:32","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-156.20","0.00","-156.20",,"","-121.20","1TS11754YY127414Y","Order Number : 16-12683-22515"
"02/09/2025","13:42:32","PST","","General Card Deposit","Completed","USD","156.20","0.00","156.20",,"","35.00","6R694881JT170083T",""
"02/09/2025","13:42:32","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-156.20","0.00","-156.20",,"","35.00","8NU22389UF412644K",""
"02/09/2025","15:15:34","PST","Blitz Studios, Inc. DBA Sleeper DFS LLC","Express Checkout Payment","Completed","USD","-25.00","0.00","-25.00",,"","10.00","29F908723E3233202",""
"02/09/2025","15:55:02","PST","Blitz Studios, Inc. DBA Sleeper DFS LLC","Express Checkout Payment","Completed","USD","-10.00","0.00","-10.00",,"","0.00","41582367TX017174P",""
"02/09/2025","19:24:25","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-17.88","0.00","-17.88",,"","0.00","0KY58730T63571402",""
"02/09/2025","19:26:40","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-17.88","0.00","-17.88",,"","-17.88","3C8470674G610970L","Order Number : 15-12685-46212"
"02/09/2025","19:26:40","PST","","General Card Deposit","Completed","USD","17.88","0.00","17.88",,"","0.00","1N429104YL2148921",""
"02/09/2025","19:26:40","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-17.88","0.00","-17.88",,"","0.00","0KY58730T63571402",""
"02/10/2025","11:40:45","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-69.93","0.00","-69.93",,"","0.00","88N04069XX491294E",""
"02/10/2025","11:43:14","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-69.93","0.00","-69.93",,"","-69.93","37W2464736052991C","Order Number : 11-12693-26673"
"02/10/2025","11:43:14","PST","","General Card Deposit","Completed","USD","69.93","0.00","69.93",,"","0.00","14F26761491159354",""
"02/10/2025","11:43:14","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-69.93","0.00","-69.93",,"","0.00","88N04069XX491294E",""
"02/11/2025","11:28:06","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-61.86","0.00","-61.86",,"","0.00","4G375417MU126094V",""
"02/11/2025","11:30:38","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-61.86","0.00","-61.86",,"","-61.86","9SM56240HX956615Y","Order Number : 20-12687-04093"
"02/11/2025","11:30:38","PST","","General Card Deposit","Completed","USD","61.86","0.00","61.86",,"","0.00","15606863AW9974307",""
"02/11/2025","11:30:38","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-61.86","0.00","-61.86",,"","0.00","4G375417MU126094V",""
"02/11/2025","14:14:13","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-41.56","0.00","-41.56",,"","0.00","10W35389UH599272M",""
"02/11/2025","14:22:54","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-41.56","0.00","-41.56",,"","-41.56","8174907285221450N","Order Number : 18-12690-08854"
"02/11/2025","14:22:54","PST","","General Card Deposit","Completed","USD","41.56","0.00","41.56",,"","0.00","79B48212C5566790C",""
"02/11/2025","14:22:54","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-41.56","0.00","-41.56",,"","0.00","10W35389UH599272M",""
"02/12/2025","08:37:27","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-98.07","0.00","-98.07",,"","0.00","64A61550JE4535455",""
"02/12/2025","08:39:45","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-98.07","0.00","-98.07",,"","-98.07","7X9641108X3728352","Order Number : 07-12705-93399"
"02/12/2025","08:39:45","PST","","General Card Deposit","Completed","USD","98.07","0.00","98.07",,"","0.00","8PV97458DJ714260D",""
"02/12/2025","08:39:45","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-98.07","0.00","-98.07",,"","0.00","64A61550JE4535455",""
"02/12/2025","14:46:13","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-209.77","0.00","-209.77",,"","0.00","73978990FT323521G",""
"02/12/2025","14:48:23","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-209.77","0.00","-209.77",,"","-209.77","03478977WB4650238","Order Number : 11-12702-53317"
"02/12/2025","14:48:23","PST","","General Card Deposit","Completed","USD","209.77","0.00","209.77",,"","0.00","11L65388TC7459223",""
"02/12/2025","14:48:23","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-209.77","0.00","-209.77",,"","0.00","73978990FT323521G",""
"02/17/2025","07:17:57","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-17.80","0.00","-17.80",,"","0.00","72X22382J08498459",""
"02/17/2025","07:20:01","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-17.80","0.00","-17.80",,"","-17.80","9N616436U7059432F","Order Number : 06-12726-92474"
"02/17/2025","07:20:01","PST","","General Card Deposit","Completed","USD","17.80","0.00","17.80",,"","0.00","69J188915A334614R",""
"02/17/2025","07:20:01","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-17.80","0.00","-17.80",,"","0.00","72X22382J08498459",""
"02/22/2025","05:28:51","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-70.55","0.00","-70.55",,"","0.00","3KA22727U91545928",""
"02/22/2025","05:31:44","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-70.55","0.00","-70.55",,"","-70.55","8WC03793ND683864H","Order Number : 21-12728-78396"
"02/22/2025","05:31:44","PST","","General Card Deposit","Completed","USD","70.55","0.00","70.55",,"","0.00","79G65389YX118253A",""
"02/22/2025","05:31:44","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-70.55","0.00","-70.55",,"","0.00","3KA22727U91545928",""
"02/24/2025","05:32:01","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-56.09","0.00","-56.09",,"","0.00","2FB99132LR1835459",""
"02/24/2025","05:35:05","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-56.09","0.00","-56.09",,"","-56.09","0737547893970592B","Order Number : 01-12761-46801"
"02/24/2025","05:35:05","PST","","General Card Deposit","Completed","USD","56.09","0.00","56.09",,"","0.00","3BE131263J2428709",""
"02/24/2025","05:35:05","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-56.09","0.00","-56.09",,"","0.00","2FB99132LR1835459",""
"02/24/2025","10:19:07","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-17.88","0.00","-17.88",,"","0.00","8LE01539AR322814P",""
"02/24/2025","10:21:17","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-17.88","0.00","-17.88",,"","-17.88","7C734132NY714360M","Order Number : 12-12749-41291"
"02/24/2025","10:21:17","PST","","General Card Deposit","Completed","USD","17.88","0.00","17.88",,"","0.00","31J732020P420305S",""
"02/24/2025","10:21:17","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-17.88","0.00","-17.88",,"","0.00","8LE01539AR322814P",""
"02/25/2025","09:17:56","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-39.05","0.00","-39.05",,"","0.00","08F51119AR811114P",""
"02/25/2025","09:20:22","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-39.05","0.00","-39.05",,"","-39.05","0NL03748SV559135Y","Order Number : 15-12749-77747"
"02/25/2025","09:20:22","PST","","General Card Deposit","Completed","USD","39.05","0.00","39.05",,"","0.00","4K234271GM844105Y",""
"02/25/2025","09:20:22","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-39.05","0.00","-39.05",,"","0.00","08F51119AR811114P",""
"02/27/2025","17:22:42","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-55.63","0.00","-55.63",,"","0.00","2E151558KA647724D",""
"02/27/2025","17:25:22","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-55.63","0.00","-55.63",,"","-55.63","4AD371745X812531V","Order Number : 27-12745-90964"
"02/27/2025","17:25:22","PST","","General Card Deposit","Completed","USD","55.63","0.00","55.63",,"","0.00","27N396534M4987605",""
"02/27/2025","17:25:22","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-55.63","0.00","-55.63",,"","0.00","2E151558KA647724D",""
"02/28/2025","16:04:56","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-45.43","0.00","-45.43",,"","0.00","1CH90521MU553861C",""
"02/28/2025","16:07:54","PST","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-45.43","0.00","-45.43",,"","-45.43","4WE10262EG650782F","Order Number : 13-12766-65331"
"02/28/2025","16:07:54","PST","","General Card Deposit","Completed","USD","45.43","0.00","45.43",,"","0.00","695595725J310333G",""
"02/28/2025","16:07:54","PST","eBay Commerce Inc.","General Authorization","Completed","USD","-45.43","0.00","-45.43",,"","0.00","1CH90521MU553861C",""
"03/02/2025","19:01:24","PST","eBay Commerce Inc.","General Authorization","Pending","USD","-171.22","0.00","-171.22",,"","0.00","0H429885HM598740Y",""
